artist_name,title,size,year,end_year,description,keywords,mediums,series,department,image_url,hi_res_url,price,sold
Nick Golebiewski,Snow Mountain,"2.5"" x 3.75""",2024,,"Plein air painting on a mini Legion watercolor pad from Snow Mountain near the High Peaks in the Adirondacks. Pen sketch made on site, paint added later in the studio.","Adirondacks, Legion watercolor paper, mountains","watercolor, micron pen, paper",Adirondacks,paintings,/images/adk_snow_mountain.jpg,,,
